ID,University Name,Year,Win,Loss,Off.Rank,Off.Plays,Off.Yards,Off.Yards.Play,Off.TDs,Total.TDs,Off.Yards.per.Game,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Rank,First.Down.Runs,First.Down.Passes,First.Down.Penalties,First.Downs,First.Down.Def.Rank,Opp.First.Down.Runs
Temple - 2020,Temple ,2020,1,6,101,524,2438,4.65,16,348.3,86,473,3031,6.41,33,34,433,46,81,60,9,150,46,81,60
Tennessee - 2020,Tennessee ,2020,3,7,104,660,3462,5.25,26,346.2,65,699,4074,5.83,30,35,407.4,100,83,124,14,221,100,83,124
Texas - 2020,Texas ,2020,6,3,21,647,4116,6.36,45,457.3,70,700,3688,5.27,30,31,409.8,94,71,123,23,217,94,71,123
Texas A&M - 2020,Texas A&M ,2020,8,1,33,617,3935,6.38,36,437.2,12,528,2849,5.4,22,24,316.6,52,50,91,16,157,52,50,91
Texas St. - 2020,Texas St. ,2020,2,10,85,778,4436,5.7,41,369.7,125,939,5939,6.32,55,58,494.9,127,143,147,24,314,127,143,147
Texas Tech - 2020,Texas Tech ,2020,4,6,39,735,4295,5.84,35,429.5,98,777,4449,5.73,41,45,444.9,109,102,108,23,233,109,102,108
Toledo - 2020,Toledo ,2020,4,2,12,462,2964,6.42,26,494,38,406,2173,5.35,18,18,362.2,22,38,64,19,121,22,38,64
Troy - 2020,Troy ,2020,5,6,66,784,4321,5.51,33,392.8,64,806,4456,5.53,33,34,405.1,113,101,120,21,242,113,101,120
Tulane - 2020,Tulane ,2020,6,6,63,829,4725,5.7,53,393.8,77,900,5064,5.63,43,45,422,120,110,124,21,255,120,110,124
Tulsa - 2020,Tulsa ,2020,6,2,56,576,3243,5.63,25,405.4,26,578,2726,4.72,16,17,340.8,53,69,66,23,158,53,69,66
UAB - 2020,UAB ,2020,6,3,60,610,3612,5.92,31,401.3,9,597,2800,4.69,20,23,311.1,56,63,75,24,162,56,63,75
UCF - 2020,UCF ,2020,6,4,2,859,5681,6.61,55,568.1,123,794,4918,6.19,43,44,491.8,125,112,144,20,276,125,112,144
UCLA - 2020,UCLA ,2020,3,4,23,519,3185,6.14,31,455,71,527,2869,5.44,27,28,409.9,48,60,86,8,154,48,60,86
ULM - 2020,ULM ,2020,0,10,119,631,3057,4.84,23,305.7,113,678,4646,6.85,49,56,464.6,95,130,76,13,219,95,130,76
UNLV - 2020,UNLV ,2020,0,6,108,420,1983,4.72,13,330.5,119,404,2893,7.16,28,28,482.2,34,74,51,11,136,34,74,51
Utah - 2020,Utah ,2020,3,2,52,347,2049,5.9,15,409.8,39,332,1825,5.5,15,16,365,9,25,57,9,91,9,25,57
Utah St. - 2020,Utah St. ,2020,1,5,123,362,1655,4.57,10,275.8,120,444,2912,6.56,28,28,485.3,50,67,78,11,156,50,67,78
UTEP - 2020,UTEP ,2020,3,5,102,539,2785,5.17,23,348.1,49,499,3050,6.11,33,33,381.2,44,59,75,15,149,44,59,75
UTSA - 2020,UTSA ,2020,7,4,50,801,4553,5.68,37,413.9,48,749,4189,5.59,34,36,380.8,95,98,95,26,219,95,98,95
Vanderbilt - 2020,Vanderbilt ,2020,0,9,110,630,2970,4.71,17,330,121,603,4387,7.28,43,44,487.4,95,92,117,10,219,95,92,117
Virginia - 2020,Virginia ,2020,5,5,41,745,4233,5.68,38,423.3,95,693,4429,6.39,33,34,442.9,80,69,124,11,204,80,69,124
Virginia Tech - 2020,Virginia Tech ,2020,5,6,32,727,4848,6.67,40,440.7,102,795,4922,6.19,43,45,447.5,122,105,139,12,256,122,105,139
Wake Forest - 2020,Wake Forest ,2020,4,4,34,603,3482,5.77,32,435.2,107,599,3655,6.1,31,31,456.9,71,89,86,15,190,71,89,86
Washington - 2020,Washington ,2020,3,1,57,267,1611,6.03,15,402.8,30,259,1385,5.35,13,14,346.2,5,36,39,5,80,5,36,39
Washington St. - 2020,Washington St. ,2020,1,3,76,262,1536,5.86,14,384,111,276,1847,6.69,20,21,461.8,10,31,57,5,93,10,31,57
West Virginia - 2020,West Virginia ,2020,5,4,42,690,3804,5.51,28,422.7,5,561,2675,4.77,20,23,297.2,40,61,63,20,144,40,61,63
Western Ky. - 2020,Western Ky. ,2020,5,6,120,699,3200,4.58,21,290.9,21,741,3700,4.99,31,34,336.4,81,107,83,15,205,81,107,83
Western Mich. - 2020,Western Mich. ,2020,4,2,15,392,2878,7.34,32,479.7,60,428,2398,5.6,25,25,399.7,21,48,60,12,120,21,48,60
Wisconsin - 2020,Wisconsin ,2020,3,3,93,431,2153,5,17,358.8,1,332,1581,4.76,10,11,263.5,5,24,46,10,80,5,24,46
Wyoming - 2020,Wyoming ,2020,2,4,82,409,2237,5.47,17,372.8,16,399,1968,4.93,15,16,328,15,48,49,10,107,15,48,49
